date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,lastModified,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,positiveIncrease7d,deathIncrease7d,inIcuCurrently7d,onVentilatorCurrently7d,dPositiveIncrease7d,dDeathIncrease7d,dInIcuCurrently7d,dOnVentilatorCurrently7d
2020-01-22,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-22T00:00:00Z,NA,NA,1,2020-01-22T00:00:00Z,0,0,0,0,0,0,0,c4b5f0c9f5749c849b8a27d48be5c7619d1a3cb2,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-23,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-23T00:00:00Z,NA,NA,2,2020-01-23T00:00:00Z,0,0,0,0,0,0,1,53f6a5e3985cebdead7ca275b0890ef975f0ccdd,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-24T00:00:00Z,NA,NA,2,2020-01-24T00:00:00Z,0,0,0,0,0,0,0,5f7a0cce04041596513629d55777a16f3aa65e8b,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-25,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-25T00:00:00Z,NA,NA,2,2020-01-25T00:00:00Z,0,0,0,0,0,0,0,43330e2f11d476ebcdd85e1a47551958e4c1e7ea,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-26,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-26T00:00:00Z,NA,NA,2,2020-01-26T00:00:00Z,0,0,0,0,0,0,0,88a196879207bd090a61fb515beb301e84377977,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-27,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-27T00:00:00Z,NA,NA,3,2020-01-27T00:00:00Z,0,0,0,0,0,0,1,339527d6e5b13e593aebf71cf8a51791389e651f,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-28,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-28T00:00:00Z,NA,NA,3,2020-01-28T00:00:00Z,0,0,0,0,0,0,0,7783c06052a95f70ad183329db05a77d5bed4053,0,0,NA,NA,NA,NA,NA,NA
2020-01-29,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-29T00:00:00Z,NA,NA,4,2020-01-29T00:00:00Z,0,0,0,0,0,0,1,a0807cb808af38b0ddba71d5c6b65bf38d30c599,0,0,NA,NA,NA,NA,NA,NA
2020-01-30,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-30T00:00:00Z,NA,NA,4,2020-01-30T00:00:00Z,0,0,0,0,0,0,0,7a9cd0ffa1ed65192288e0d65aa0b829d6243844,0,0,NA,NA,NA,NA,NA,NA
2020-01-31,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-31T00:00:00Z,NA,NA,4,2020-01-31T00:00:00Z,0,0,0,0,0,0,0,d5e75081f4684362d22cf8e4d8f4dab2ca930b83,0,0,NA,NA,NA,NA,NA,NA
2020-02-01,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-01T00:00:00Z,NA,NA,4,2020-02-01T00:00:00Z,0,0,0,0,0,0,0,8ddc6cf512521d01bc91178fbcb8eeb151978492,0,0,NA,NA,NA,NA,NA,NA
2020-02-02,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-02T00:00:00Z,NA,NA,4,2020-02-02T00:00:00Z,0,0,0,0,0,0,0,4996e59b354b0913737e706b4360305a8acbbbc5,0,0,NA,NA,NA,NA,NA,NA
2020-02-03,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-03T00:00:00Z,NA,NA,7,2020-02-03T00:00:00Z,0,0,0,0,0,0,3,0a85d8c8694207b9adbea434e950988211be5b25,0,0,NA,NA,NA,NA,NA,NA
2020-02-04,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-04T00:00:00Z,NA,NA,9,2020-02-04T00:00:00Z,0,0,0,0,0,0,2,061686c272d049577f4d20c53e03ed212517f994,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-05,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-05T00:00:00Z,NA,NA,9,2020-02-05T00:00:00Z,0,0,0,0,0,0,0,0156573a9e67c0a0127c84e7a094d57fca91182a,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-06,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-06T00:00:00Z,NA,NA,10,2020-02-06T00:00:00Z,0,0,0,0,0,0,1,675efe97a6bbdc1cbbf2d07a78869481ccc91daa,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-07,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-07T00:00:00Z,NA,NA,10,2020-02-07T00:00:00Z,0,0,0,0,0,0,0,c2e376cf883b35c951ceeb16b0950532e3d6d4b3,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-08,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-08T00:00:00Z,NA,NA,11,2020-02-08T00:00:00Z,0,0,0,0,0,0,1,614ea49113ebac5abaf9408f948fc849f9c70ca9,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-09,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-09T00:00:00Z,NA,NA,11,2020-02-09T00:00:00Z,0,0,0,0,0,0,0,3cd6db9881e503d5f56df0b20b114bc07c602d7f,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-10,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-10T00:00:00Z,0,NA,12,2020-02-10T00:00:00Z,0,0,0,0,0,0,1,efeb566ff660225d4993ae0e1823317ab6256946,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-11,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-11T00:00:00Z,0,NA,12,2020-02-11T00:00:00Z,0,0,0,0,0,0,0,5ca64e69947cb85e7170909c994c2b8ffd1a46c7,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-12,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-12T00:00:00Z,0,NA,13,2020-02-12T00:00:00Z,0,0,0,0,0,0,1,51ce7260099393dfa67a8494f995b83ced4e60de,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-13,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-13T00:00:00Z,0,NA,13,2020-02-13T00:00:00Z,0,0,0,0,0,0,0,1bf102314bcde1d57a2e43bb83e6b76ccbdfccf8,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-14,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-14T00:00:00Z,0,NA,13,2020-02-14T00:00:00Z,0,0,0,0,0,0,0,159a2118506d79661b4fc35f63224f90bcb612ae,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-15,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-15T00:00:00Z,0,NA,13,2020-02-15T00:00:00Z,0,0,0,0,0,0,0,d7a9f97799dfc61c85407ece59477b4dbe4d5b3d,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-16,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-16T00:00:00Z,0,NA,13,2020-02-16T00:00:00Z,0,0,0,0,0,0,0,8d23e941b4388412613e42677f905aa6287ae90b,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-17,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-17T00:00:00Z,0,NA,13,2020-02-17T00:00:00Z,0,0,0,0,0,0,0,af93e0c06093eeecb060317edfdf3f74cd8278c5,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-18,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-18T00:00:00Z,0,NA,13,2020-02-18T00:00:00Z,0,0,0,0,0,0,0,adfa0f4e8ddd117785a17a76d16f68c7d6652614,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-19,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-19T00:00:00Z,0,NA,13,2020-02-19T00:00:00Z,0,0,0,0,0,0,0,d87d16e44192f2dce7e4ace8459e75783d551ba8,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-20,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-20T00:00:00Z,0,NA,14,2020-02-20T00:00:00Z,0,0,0,0,0,0,1,c00eabd9b34ab3f4e56330880d48f1f26dce8c86,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-21,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-21T00:00:00Z,0,NA,14,2020-02-21T00:00:00Z,0,0,0,0,0,0,0,aec622bd9cf9d4335dd1e1fbf00727387fe54313,0,0,NA,NA,NaN,NaN,NA,NA
2020-02-22,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-22T00:00:00Z,0,NA,14,2020-02-22T00:00:00Z,0,0,0,0,0,0,0,ace3be8a7a784360fee61ac90b3de1708be932c1,0,0,NA,NA,NaN,NaN,NA,NA
